record_date,write_date,direction,compass,peak_period,mean_period,max_wave,highest_tenth,sig_height
5/10/2025 01:39 DT,2025-10-05 01:45:22,293,WNW,8.00,6.10,3.36,2.68,2.10
5/10/2025 01:59 DT,2025-10-05 02:00:26,289,WNW,8.00,5.90,3.31,2.36,1.90
5/10/2025 02:08 DT,2025-10-05 02:15:21,289,WNW,8.00,5.90,3.31,2.36,1.90
5/10/2025 02:24 DT,2025-10-05 02:30:22,292,WNW,8.00,5.90,3.31,2.36,1.90
5/10/2025 02:39 DT,2025-10-05 02:45:21,292,WNW,8.00,6.00,3.03,2.54,2.02
5/10/2025 02:59 DT,2025-10-05 03:00:21,287,WNW,8.30,6.00,3.49,2.67,2.05
5/10/2025 03:09 DT,2025-10-05 03:15:22,287,WNW,8.30,6.00,3.49,2.67,2.05
5/10/2025 03:19 DT,2025-10-05 03:30:23,287,WNW,8.30,6.00,3.49,2.67,2.05
5/10/2025 03:44 DT,2025-10-05 03:45:22,285,WNW,8.00,5.80,3.49,2.38,1.93
5/10/2025 03:59 DT,2025-10-05 04:00:22,289,WNW,8.30,6.10,2.88,2.57,2.13
5/10/2025 04:09 DT,2025-10-05 04:15:22,289,WNW,8.30,6.10,2.88,2.57,2.13
5/10/2025 04:59 DT,2025-10-05 05:00:22,287,WNW,7.10,6.10,3.39,2.29,1.87
5/10/2025 05:09 DT,2025-10-05 05:15:22,287,WNW,7.10,6.10,3.39,2.29,1.87
5/10/2025 05:19 DT,2025-10-05 05:30:22,287,WNW,7.10,6.10,3.39,2.29,1.87
5/10/2025 05:39 DT,2025-10-05 05:45:22,283,WNW,8.00,6.00,3.75,2.69,2.06
5/10/2025 05:49 DT,2025-10-05 06:00:21,283,WNW,8.00,6.00,3.75,2.69,2.06
5/10/2025 06:14 DT,2025-10-05 06:15:22,288,WNW,7.40,6.50,3.55,2.71,2.19
5/10/2025 06:24 DT,2025-10-05 06:30:22,288,WNW,7.40,6.50,3.55,2.71,2.19
5/10/2025 06:39 DT,2025-10-05 06:45:21,293,WNW,8.00,6.60,3.11,2.52,2.02
5/10/2025 06:58 DT,2025-10-05 07:00:21,285,WNW,8.00,6.30,3.17,2.58,2.06
5/10/2025 07:14 DT,2025-10-05 07:15:21,285,WNW,8.00,6.30,3.17,2.58,2.06
5/10/2025 07:19 DT,2025-10-05 07:30:21,285,WNW,8.00,6.30,3.17,2.58,2.06
5/10/2025 07:39 DT,2025-10-05 07:45:27,291,WNW,7.70,6.70,4.31,2.78,2.18
5/10/2025 07:49 DT,2025-10-05 08:00:21,291,WNW,7.70,6.70,4.31,2.78,2.18
5/10/2025 08:09 DT,2025-10-05 08:15:21,285,WNW,7.70,6.10,2.87,2.48,2.04
5/10/2025 08:29 DT,2025-10-05 08:30:21,284,WNW,8.30,6.40,3.34,2.72,2.22
5/10/2025 08:39 DT,2025-10-05 08:45:21,284,WNW,8.30,6.40,3.34,2.72,2.22
5/10/2025 08:49 DT,2025-10-05 09:00:23,284,WNW,8.30,6.40,3.34,2.72,2.22
5/10/2025 09:09 DT,2025-10-05 09:15:22,285,WNW,8.30,6.60,3.55,2.85,2.29
5/10/2025 09:28 DT,2025-10-05 09:30:22,283,WNW,8.30,6.50,3.63,2.92,2.38
5/10/2025 09:59 DT,2025-10-05 10:00:22,282,WNW,8.30,6.30,3.75,2.95,2.31
5/10/2025 10:24 DT,2025-10-05 10:30:21,279,W,8.30,6.30,3.75,2.95,2.31
5/10/2025 10:39 DT,2025-10-05 10:45:21,279,W,8.00,7.00,3.89,3.23,2.59
5/10/2025 11:04 DT,2025-10-05 11:15:26,279,W,8.70,6.60,3.31,2.89,2.36
5/10/2025 11:24 DT,2025-10-05 11:30:22,279,W,8.70,6.60,3.31,2.89,2.36
5/10/2025 12:09 DT,2025-10-05 12:15:26,276,W,9.10,6.90,4.22,3.12,2.57
5/10/2025 13:04 DT,2025-10-05 13:15:22,274,W,9.10,7.30,4.10,3.18,2.63
5/10/2025 13:24 DT,2025-10-05 13:30:22,274,W,9.10,7.30,4.10,3.18,2.63
5/10/2025 13:39 DT,2025-10-05 13:45:22,271,W,9.10,7.20,3.97,3.46,2.82
5/10/2025 13:49 DT,2025-10-05 14:00:21,271,W,9.10,7.20,3.97,3.46,2.82
5/10/2025 14:04 DT,2025-10-05 14:15:21,271,W,9.50,7.20,4.28,3.02,2.49
5/10/2025 14:29 DT,2025-10-05 14:30:22,278,W,9.10,7.00,4.19,3.17,2.60
5/10/2025 14:39 DT,2025-10-05 14:45:21,278,W,9.10,7.00,4.19,3.17,2.60
5/10/2025 14:49 DT,2025-10-05 15:00:21,278,W,9.10,7.00,4.19,3.17,2.60
5/10/2025 15:09 DT,2025-10-05 15:15:22,276,W,9.10,7.20,3.85,3.23,2.63
5/10/2025 15:29 DT,2025-10-05 15:30:21,274,W,11.10,7.60,3.85,3.39,2.79
5/10/2025 15:34 DT,2025-10-05 15:45:21,274,W,11.10,7.60,3.85,3.39,2.79
5/10/2025 15:44 DT,2025-10-05 16:00:21,274,W,11.10,7.60,3.85,3.39,2.79
5/10/2025 16:09 DT,2025-10-05 16:15:26,275,W,8.70,7.30,4.25,3.33,2.72
5/10/2025 16:29 DT,2025-10-05 16:30:21,275,W,11.10,7.00,4.04,3.20,2.52
5/10/2025 16:39 DT,2025-10-05 16:45:22,275,W,11.10,7.00,4.04,3.20,2.52
5/10/2025 16:44 DT,2025-10-05 17:00:20,275,W,11.10,7.00,4.04,3.20,2.52
5/10/2025 17:09 DT,2025-10-05 17:15:26,275,W,10.50,7.70,4.12,3.49,2.80
5/10/2025 17:39 DT,2025-10-05 17:45:21,280,W,11.80,7.20,4.80,3.48,2.57
5/10/2025 17:49 DT,2025-10-05 18:00:23,280,W,11.80,7.20,4.80,3.48,2.57
5/10/2025 18:09 DT,2025-10-05 18:15:22,278,W,11.80,7.40,4.69,3.66,2.88
5/10/2025 18:19 DT,2025-10-05 18:30:21,278,W,11.80,7.40,4.69,3.66,2.88
5/10/2025 18:39 DT,2025-10-05 18:45:21,275,W,10.00,7.90,4.19,3.51,2.90
5/10/2025 18:49 DT,2025-10-05 19:00:21,275,W,10.00,7.90,4.19,3.51,2.90
5/10/2025 19:09 DT,2025-10-05 19:15:21,276,W,11.10,7.50,4.15,3.50,2.84
5/10/2025 19:29 DT,2025-10-05 19:30:20,278,W,11.10,7.20,4.28,3.55,2.89
5/10/2025 19:39 DT,2025-10-05 19:45:22,278,W,11.10,7.20,4.28,3.55,2.89
5/10/2025 19:49 DT,2025-10-05 20:00:20,278,W,11.10,7.20,4.28,3.55,2.89
5/10/2025 20:09 DT,2025-10-05 20:15:21,276,W,10.50,8.00,4.75,3.93,3.28
5/10/2025 20:24 DT,2025-10-05 20:30:22,276,W,10.50,8.00,4.75,3.93,3.28
5/10/2025 20:54 DT,2025-10-05 21:00:23,278,W,13.30,7.70,4.54,3.53,2.85
5/10/2025 21:09 DT,2025-10-05 21:15:21,278,W,14.30,8.40,4.31,3.82,3.20
5/10/2025 21:19 DT,2025-10-05 21:30:22,278,W,14.30,8.40,4.31,3.82,3.20
5/10/2025 21:49 DT,2025-10-05 22:00:22,278,W,13.30,8.80,5.05,4.13,3.25
5/10/2025 22:04 DT,2025-10-05 22:15:21,279,W,13.30,8.30,5.27,4.35,3.52
5/10/2025 22:24 DT,2025-10-05 22:30:21,279,W,13.30,8.30,5.27,4.35,3.52
5/10/2025 22:34 DT,2025-10-05 22:45:21,277,W,13.30,9.00,4.99,4.46,3.68
5/10/2025 22:59 DT,2025-10-05 23:00:21,278,W,12.50,9.20,5.71,4.49,3.58
5/10/2025 23:09 DT,2025-10-05 23:15:21,278,W,12.50,9.20,5.71,4.49,3.58
5/10/2025 23:24 DT,2025-10-05 23:30:21,278,W,12.50,9.20,5.71,4.49,3.58
5/10/2025 23:39 DT,2025-10-05 23:45:21,279,W,12.50,9.70,6.21,5.12,4.18
5/10/2025 23:59 DT,2025-10-06 00:00:21,276,W,13.30,8.70,4.66,4.00,3.25
3/10/2025 00:08 DT,2025-10-06 00:15:21,276,W,13.30,8.70,4.66,4.00,3.25
3/10/2025 00:29 DT,2025-10-06 00:30:21,278,W,12.50,9.40,6.08,4.60,3.72
3/10/2025 00:39 DT,2025-10-06 00:45:22,278,W,12.50,9.40,6.08,4.60,3.72
3/10/2025 00:59 DT,2025-10-06 01:00:22,275,W,13.30,8.80,5.45,4.11,3.28
3/10/2025 01:29 DT,2025-10-06 01:30:22,277,W,13.30,8.60,6.28,4.69,3.52
3/10/2025 01:34 DT,2025-10-06 01:45:21,277,W,13.30,8.60,6.28,4.69,3.52
3/10/2025 02:14 DT,2025-10-06 02:15:21,275,W,12.50,9.80,5.23,4.08,3.41
3/10/2025 02:29 DT,2025-10-06 02:30:24,277,W,12.50,8.80,4.95,3.74,2.95
3/10/2025 02:44 DT,2025-10-06 02:45:22,277,W,12.50,8.80,4.95,3.74,2.95
3/10/2025 02:59 DT,2025-10-06 03:00:21,277,W,12.50,9.40,4.32,3.79,3.06
3/10/2025 03:14 DT,2025-10-06 03:15:21,277,W,12.50,9.40,4.32,3.79,3.06
3/10/2025 03:44 DT,2025-10-06 03:45:21,278,W,13.30,9.40,5.28,4.06,3.23
3/10/2025 03:59 DT,2025-10-06 04:00:21,274,W,12.50,9.10,4.96,3.73,2.86
3/10/2025 04:14 DT,2025-10-06 04:15:21,274,W,12.50,9.10,4.96,3.73,2.86
3/10/2025 04:29 DT,2025-10-06 04:30:21,278,W,12.50,9.50,5.76,4.18,3.36
3/10/2025 04:34 DT,2025-10-06 04:45:22,278,W,12.50,9.50,5.76,4.18,3.36
3/10/2025 04:59 DT,2025-10-06 05:00:27,275,W,12.50,8.70,4.19,3.49,2.72
3/10/2025 05:29 DT,2025-10-06 05:30:21,274,W,13.30,8.90,4.85,3.78,3.11
3/10/2025 05:39 DT,2025-10-06 05:45:21,274,W,13.30,8.90,4.85,3.78,3.11
3/10/2025 05:59 DT,2025-10-06 06:00:21,276,W,13.30,8.60,3.99,3.48,2.94
3/10/2025 06:09 DT,2025-10-06 06:15:22,276,W,13.30,8.60,3.99,3.48,2.94
3/10/2025 06:29 DT,2025-10-06 06:30:22,277,W,13.30,9.00,5.06,3.81,3.13
3/10/2025 06:39 DT,2025-10-06 06:45:21,277,W,13.30,9.00,5.06,3.81,3.13
3/10/2025 06:54 DT,2025-10-06 07:00:21,277,W,13.30,9.00,5.06,3.81,3.13
3/10/2025 07:19 DT,2025-10-06 07:30:21,275,W,12.50,9.00,5.37,4.23,3.34
3/10/2025 07:34 DT,2025-10-06 07:45:21,274,W,12.50,8.90,5.32,3.96,3.08
3/10/2025 07:49 DT,2025-10-06 08:00:21,274,W,12.50,8.90,5.32,3.96,3.08
3/10/2025 08:09 DT,2025-10-06 08:15:21,276,W,12.50,9.10,4.78,3.95,3.15
3/10/2025 08:24 DT,2025-10-06 08:30:21,276,W,12.50,9.10,4.78,3.95,3.15
3/10/2025 08:39 DT,2025-10-06 08:45:21,274,W,10.50,8.20,5.84,4.04,3.19
3/10/2025 08:59 DT,2025-10-06 09:00:21,273,W,13.30,8.00,4.93,3.49,2.85
3/10/2025 09:09 DT,2025-10-06 09:15:21,273,W,13.30,8.00,4.93,3.49,2.85
3/10/2025 09:39 DT,2025-10-06 09:45:22,273,W,13.30,8.50,4.51,3.70,2.97
3/10/2025 09:59 DT,2025-10-06 10:00:21,276,W,12.50,8.40,4.78,3.82,3.17
3/10/2025 10:29 DT,2025-10-06 10:30:22,271,W,12.50,7.90,4.25,3.57,2.84
3/10/2025 10:29 DT,2025-10-06 10:45:21,271,W,12.50,7.90,4.25,3.57,2.84
3/10/2025 10:59 DT,2025-10-06 11:00:21,271,W,12.50,8.40,5.29,4.13,3.41
3/10/2025 11:14 DT,2025-10-06 11:15:21,271,W,12.50,8.40,5.29,4.13,3.41
3/10/2025 11:19 DT,2025-10-06 11:30:21,271,W,12.50,8.40,5.29,4.13,3.41
3/10/2025 11:44 DT,2025-10-06 11:45:22,273,W,12.50,8.00,4.02,3.45,2.84
3/10/2025 11:54 DT,2025-10-06 12:00:22,273,W,12.50,8.00,4.02,3.45,2.84
3/10/2025 12:14 DT,2025-10-06 12:15:21,270,W,12.50,8.20,4.15,3.54,2.90
3/10/2025 12:29 DT,2025-10-06 12:30:22,270,W,11.80,7.80,4.03,3.45,2.88
3/10/2025 12:34 DT,2025-10-06 12:45:22,270,W,11.80,7.80,4.03,3.45,2.88
3/10/2025 12:54 DT,2025-10-06 13:00:23,270,W,11.80,7.80,4.03,3.45,2.88
3/10/2025 13:09 DT,2025-10-06 13:15:21,269,W,11.80,7.60,5.05,3.54,2.79
3/10/2025 13:29 DT,2025-10-06 13:30:22,269,W,11.80,7.20,4.38,3.48,2.75
3/10/2025 13:44 DT,2025-10-06 13:45:22,269,W,11.80,7.20,4.38,3.48,2.75
3/10/2025 13:59 DT,2025-10-06 14:00:22,264,W,11.10,6.80,4.49,3.35,2.65
3/10/2025 14:09 DT,2025-10-06 14:15:21,264,W,11.10,6.80,4.49,3.35,2.65
3/10/2025 14:29 DT,2025-10-06 14:30:21,266,W,11.80,7.10,3.90,3.26,2.71
3/10/2025 14:39 DT,2025-10-06 14:45:21,266,W,11.80,7.10,3.90,3.26,2.71
3/10/2025 14:59 DT,2025-10-06 15:00:22,265,W,11.10,7.00,4.33,3.46,2.72
3/10/2025 15:04 DT,2025-10-06 15:15:22,265,W,11.10,7.00,4.33,3.46,2.72
3/10/2025 15:44 DT,2025-10-06 15:45:21,268,W,11.10,6.50,3.69,2.96,2.37
3/10/2025 15:59 DT,2025-10-06 16:00:21,270,W,11.80,6.90,3.54,2.98,2.39
3/10/2025 16:14 DT,2025-10-06 16:15:21,270,W,11.80,6.90,3.54,2.98,2.39
3/10/2025 16:14 DT,2025-10-06 16:30:21,270,W,11.80,6.90,3.54,2.98,2.39
3/10/2025 16:39 DT,2025-10-06 16:45:21,270,W,11.10,6.50,4.77,3.40,2.62
3/10/2025 16:59 DT,2025-10-06 17:00:22,268,W,10.50,6.40,3.92,3.09,2.43
3/10/2025 17:09 DT,2025-10-06 17:15:22,268,W,10.50,6.40,3.92,3.09,2.43
3/10/2025 17:29 DT,2025-10-06 17:30:21,271,W,11.10,6.10,3.49,2.90,2.29
3/10/2025 17:29 DT,2025-10-06 17:45:21,271,W,11.10,6.10,3.49,2.90,2.29
3/10/2025 17:59 DT,2025-10-06 18:00:22,270,W,11.10,6.50,3.66,2.97,2.46
3/10/2025 18:09 DT,2025-10-06 18:15:29,270,W,11.10,6.50,3.66,2.97,2.46
3/10/2025 18:24 DT,2025-10-06 18:30:22,270,W,11.10,6.50,3.66,2.97,2.46
3/10/2025 18:49 DT,2025-10-06 19:00:21,269,W,9.10,6.50,3.30,2.83,2.37
3/10/2025 19:09 DT,2025-10-06 19:15:22,267,W,11.80,6.10,4.36,2.97,2.34
3/10/2025 19:24 DT,2025-10-06 19:30:22,267,W,11.80,6.10,4.36,2.97,2.34
3/10/2025 19:39 DT,2025-10-06 19:45:22,267,W,11.10,6.20,3.60,2.70,2.16
3/10/2025 19:59 DT,2025-10-06 20:00:22,267,W,11.80,6.50,3.37,2.71,2.22
3/10/2025 20:24 DT,2025-10-06 20:30:21,267,W,11.80,6.50,3.37,2.71,2.22
3/10/2025 20:59 DT,2025-10-06 21:00:22,268,W,11.80,6.60,3.90,3.05,2.39
3/10/2025 21:14 DT,2025-10-06 21:15:22,268,W,11.80,6.60,3.90,3.05,2.39
3/10/2025 21:44 DT,2025-10-06 21:45:21,267,W,10.50,6.90,3.27,2.67,2.29
3/10/2025 21:59 DT,2025-10-06 22:00:21,271,W,15.40,7.30,3.25,2.72,2.25
3/10/2025 22:09 DT,2025-10-06 22:15:21,271,W,15.40,7.30,3.25,2.72,2.25
3/10/2025 22:29 DT,2025-10-06 22:30:22,271,W,10.50,6.70,4.15,2.84,2.29
3/10/2025 22:39 DT,2025-10-06 22:45:21,271,W,10.50,6.70,4.15,2.84,2.29
3/10/2025 22:59 DT,2025-10-06 23:00:22,269,W,11.10,6.70,3.66,2.95,2.38
3/10/2025 23:14 DT,2025-10-06 23:15:21,269,W,11.10,6.70,3.66,2.95,2.38
3/10/2025 23:29 DT,2025-10-06 23:30:22,271,W,7.40,6.80,3.50,2.79,2.21
3/10/2025 23:39 DT,2025-10-06 23:45:21,271,W,7.40,6.80,3.50,2.79,2.21
3/10/2025 23:59 DT,2025-10-07 00:00:22,270,W,11.10,6.60,3.64,2.77,2.20
7/10/2025 00:14 DT,2025-10-07 00:15:21,270,W,11.10,6.60,3.64,2.77,2.20
7/10/2025 00:29 DT,2025-10-07 00:30:21,273,W,8.00,6.20,3.29,2.76,2.26
7/10/2025 00:39 DT,2025-10-07 00:45:22,273,W,8.00,6.20,3.29,2.76,2.26
7/10/2025 00:59 DT,2025-10-07 01:00:21,274,W,7.70,6.40,2.96,2.49,2.09
7/10/2025 01:29 DT,2025-10-07 01:30:21,275,W,8.30,5.80,3.20,2.62,2.09
7/10/2025 01:44 DT,2025-10-07 01:45:22,275,W,8.30,5.80,3.20,2.62,2.09
7/10/2025 01:59 DT,2025-10-07 02:00:22,278,W,9.50,6.00,3.75,2.97,2.36
7/10/2025 02:09 DT,2025-10-07 02:15:22,278,W,9.50,6.00,3.75,2.97,2.36
7/10/2025 02:39 DT,2025-10-07 02:45:21,276,W,7.40,5.90,4.68,2.89,2.25
7/10/2025 02:59 DT,2025-10-07 03:00:23,278,W,14.30,5.50,3.18,2.71,2.16
7/10/2025 03:14 DT,2025-10-07 03:15:21,278,W,14.30,5.50,3.18,2.71,2.16
7/10/2025 03:29 DT,2025-10-07 03:30:21,278,W,7.70,5.80,3.26,2.78,2.31
7/10/2025 03:59 DT,2025-10-07 04:00:21,279,W,14.30,5.60,3.99,2.80,2.27
7/10/2025 04:09 DT,2025-10-07 04:15:21,279,W,14.30,5.60,3.99,2.80,2.27
7/10/2025 04:29 DT,2025-10-07 04:30:21,278,W,7.70,5.90,3.58,3.05,2.49
7/10/2025 04:59 DT,2025-10-07 05:00:22,280,W,6.70,5.40,4.27,3.07,2.47
7/10/2025 05:09 DT,2025-10-07 05:15:22,280,W,6.70,5.40,4.27,3.07,2.47
7/10/2025 05:29 DT,2025-10-07 05:30:21,278,W,6.90,5.40,3.26,2.80,2.34
7/10/2025 05:44 DT,2025-10-07 05:45:21,278,W,6.90,5.40,3.26,2.80,2.34
7/10/2025 05:59 DT,2025-10-07 06:00:21,279,W,6.90,5.60,4.10,3.10,2.51
7/10/2025 06:14 DT,2025-10-07 06:15:21,279,W,6.90,5.60,4.10,3.10,2.51
7/10/2025 06:29 DT,2025-10-07 06:30:22,277,W,7.40,5.80,3.81,3.02,2.44
7/10/2025 07:39 DT,2025-10-07 07:45:22,275,W,8.00,5.60,3.83,2.84,2.32
7/10/2025 07:59 DT,2025-10-07 08:00:22,277,W,8.00,5.80,4.31,3.19,2.61
7/10/2025 08:09 DT,2025-10-07 08:15:21,277,W,8.00,5.80,4.31,3.19,2.61
7/10/2025 08:29 DT,2025-10-07 08:30:21,277,W,8.00,6.00,3.75,2.83,2.42
7/10/2025 08:59 DT,2025-10-07 09:00:21,278,W,9.10,5.80,4.26,3.14,2.46
7/10/2025 09:09 DT,2025-10-07 09:15:21,278,W,9.10,5.80,4.26,3.14,2.46
7/10/2025 09:44 DT,2025-10-07 10:00:22,281,W,7.40,5.50,4.07,2.86,2.30
7/10/2025 10:14 DT,2025-10-07 10:15:21,278,W,7.10,5.80,3.68,3.03,2.44
7/10/2025 10:24 DT,2025-10-07 10:30:21,276,W,7.10,5.80,3.68,3.03,2.44
7/10/2025 10:39 DT,2025-10-07 10:45:22,276,W,8.30,5.90,4.08,3.15,2.50
7/10/2025 10:59 DT,2025-10-07 11:00:21,272,W,9.10,6.00,3.78,2.95,2.43
7/10/2025 11:14 DT,2025-10-07 11:30:24,272,W,9.10,6.00,3.78,2.95,2.43
7/10/2025 11:49 DT,2025-10-07 12:00:22,276,W,8.70,5.80,3.82,3.06,2.48
7/10/2025 12:09 DT,2025-10-07 12:15:21,273,W,8.00,5.60,3.35,2.82,2.33
7/10/2025 12:34 DT,2025-10-07 12:45:21,275,W,7.10,6.00,4.41,3.36,2.76
7/10/2025 12:49 DT,2025-10-07 13:00:21,275,W,7.10,6.00,4.41,3.36,2.76
7/10/2025 13:09 DT,2025-10-07 13:15:21,269,W,7.70,6.10,5.06,3.57,2.85
7/10/2025 13:14 DT,2025-10-07 13:30:21,269,W,7.70,6.10,5.06,3.57,2.85
7/10/2025 13:54 DT,2025-10-07 14:00:23,275,W,8.70,6.10,4.03,3.63,3.00
7/10/2025 14:04 DT,2025-10-07 14:15:22,274,W,8.30,6.00,3.82,3.29,2.82
7/10/2025 14:29 DT,2025-10-07 14:30:21,273,W,8.70,6.30,4.27,3.31,2.73
7/10/2025 14:44 DT,2025-10-07 14:45:21,273,W,8.70,6.30,4.27,3.31,2.73
7/10/2025 14:44 DT,2025-10-07 15:00:21,273,W,8.70,6.30,4.27,3.31,2.73
7/10/2025 15:04 DT,2025-10-07 15:15:21,270,W,7.40,5.70,4.02,3.38,2.71
7/10/2025 15:19 DT,2025-10-07 15:30:21,270,W,7.40,5.70,4.02,3.38,2.71
7/10/2025 15:44 DT,2025-10-07 15:45:22,271,W,8.30,5.70,4.40,3.46,2.72
7/10/2025 15:49 DT,2025-10-07 16:00:21,271,W,8.30,5.70,4.40,3.46,2.72
7/10/2025 16:09 DT,2025-10-07 16:15:21,273,W,8.70,6.50,4.16,3.34,2.79
7/10/2025 16:29 DT,2025-10-07 16:30:22,272,W,9.10,5.90,4.10,3.37,2.70
7/10/2025 16:59 DT,2025-10-07 17:00:22,275,W,9.10,6.50,4.50,3.31,2.72
7/10/2025 17:09 DT,2025-10-07 17:15:21,275,W,9.10,6.50,4.50,3.31,2.72
7/10/2025 17:24 DT,2025-10-07 17:30:22,275,W,9.10,6.50,4.50,3.31,2.72
7/10/2025 17:34 DT,2025-10-07 17:45:23,274,W,9.10,5.80,4.15,3.26,2.55
7/10/2025 17:59 DT,2025-10-07 18:00:22,274,W,10.00,6.20,5.38,3.80,2.91
7/10/2025 18:04 DT,2025-10-07 18:15:23,274,W,10.00,6.20,5.38,3.80,2.91
7/10/2025 18:24 DT,2025-10-07 18:30:22,274,W,10.00,6.20,5.38,3.80,2.91
7/10/2025 18:44 DT,2025-10-07 18:45:22,272,W,9.50,6.40,3.96,3.30,2.73
7/10/2025 18:59 DT,2025-10-07 19:00:22,275,W,9.10,5.70,4.18,3.14,2.51
7/10/2025 19:04 DT,2025-10-07 19:15:22,275,W,9.10,5.70,4.18,3.14,2.51
7/10/2025 19:29 DT,2025-10-07 19:30:23,274,W,9.50,6.40,6.08,3.76,2.95
7/10/2025 19:44 DT,2025-10-07 19:45:22,274,W,9.50,6.40,6.08,3.76,2.95
7/10/2025 19:58 DT,2025-10-07 20:00:24,271,W,9.50,6.30,3.74,3.07,2.51
7/10/2025 20:14 DT,2025-10-07 20:15:21,271,W,9.50,6.30,3.74,3.07,2.51
7/10/2025 20:29 DT,2025-10-07 20:30:22,269,W,9.50,6.80,5.60,3.71,2.94
7/10/2025 20:44 DT,2025-10-07 20:45:22,269,W,9.50,6.80,5.60,3.71,2.94
7/10/2025 20:59 DT,2025-10-07 21:00:21,271,W,10.00,6.60,4.28,3.28,2.71
7/10/2025 21:09 DT,2025-10-07 21:15:22,271,W,10.00,6.60,4.28,3.28,2.71
7/10/2025 21:29 DT,2025-10-07 21:30:23,270,W,10.00,7.00,4.52,3.51,2.78
7/10/2025 21:44 DT,2025-10-07 21:45:22,270,W,10.00,7.00,4.52,3.51,2.78
7/10/2025 21:59 DT,2025-10-07 22:00:22,271,W,10.00,6.30,4.05,3.27,2.64
7/10/2025 22:14 DT,2025-10-07 22:15:22,271,W,10.00,6.30,4.05,3.27,2.64
7/10/2025 22:39 DT,2025-10-07 22:45:21,273,W,9.10,6.70,3.49,3.02,2.53
7/10/2025 22:59 DT,2025-10-07 23:00:21,269,W,10.00,6.90,4.02,3.29,2.57
7/10/2025 23:09 DT,2025-10-07 23:15:22,269,W,10.00,6.90,4.02,3.29,2.57
7/10/2025 23:29 DT,2025-10-07 23:30:22,269,W,10.50,7.20,4.72,3.54,2.79
7/10/2025 23:39 DT,2025-10-07 23:45:21,269,W,10.50,7.20,4.72,3.54,2.79
7/10/2025 23:59 DT,2025-10-08 00:00:22,267,W,10.50,7.50,4.15,3.04,2.64
3/10/2025 00:09 DT,2025-10-08 00:15:21,267,W,10.50,7.50,4.15,3.04,2.64
3/10/2025 00:29 DT,2025-10-08 00:30:21,271,W,8.70,6.40,3.64,3.03,2.47
3/10/2025 00:58 DT,2025-10-08 01:00:21,271,W,10.50,7.00,4.04,3.38,2.66
3/10/2025 01:29 DT,2025-10-08 01:30:21,275,W,10.50,7.10,4.95,3.40,2.72
3/10/2025 01:59 DT,2025-10-08 02:00:21,270,W,9.50,6.40,3.74,3.18,2.50
3/10/2025 02:09 DT,2025-10-08 02:15:21,270,W,9.50,6.40,3.74,3.18,2.50
3/10/2025 02:24 DT,2025-10-08 02:30:22,272,W,9.50,6.40,3.74,3.18,2.50
3/10/2025 02:39 DT,2025-10-08 02:45:21,272,W,10.50,7.10,3.76,3.01,2.54
3/10/2025 02:59 DT,2025-10-08 03:00:21,274,W,10.00,6.10,4.35,2.76,2.13
3/10/2025 03:09 DT,2025-10-08 03:15:21,274,W,10.00,6.10,4.35,2.76,2.13
3/10/2025 03:44 DT,2025-10-08 03:45:21,274,W,10.50,6.20,3.72,3.02,2.47
3/10/2025 03:59 DT,2025-10-08 04:00:21,276,W,11.80,6.00,3.10,2.66,2.15
3/10/2025 04:09 DT,2025-10-08 04:15:21,276,W,11.80,6.00,3.10,2.66,2.15
3/10/2025 04:29 DT,2025-10-08 04:30:21,274,W,11.10,6.50,3.83,3.04,2.43
3/10/2025 04:39 DT,2025-10-08 04:45:21,274,W,11.10,6.50,3.83,3.04,2.43
3/10/2025 04:59 DT,2025-10-08 05:00:23,274,W,10.50,6.30,3.98,3.32,2.53
3/10/2025 05:19 DT,2025-10-08 05:30:22,274,W,10.50,6.30,3.98,3.32,2.53
3/10/2025 05:59 DT,2025-10-08 06:00:21,274,W,10.50,7.00,3.44,2.85,2.40
3/10/2025 06:09 DT,2025-10-08 06:15:21,274,W,10.50,7.00,3.44,2.85,2.40
3/10/2025 06:29 DT,2025-10-08 06:30:22,275,W,9.50,6.70,3.81,2.95,2.29
3/10/2025 06:39 DT,2025-10-08 06:45:21,275,W,9.50,6.70,3.81,2.95,2.29
3/10/2025 06:59 DT,2025-10-08 07:00:21,275,W,12.50,6.70,3.80,2.92,2.35
3/10/2025 07:09 DT,2025-10-08 07:15:21,275,W,12.50,6.70,3.80,2.92,2.35
3/10/2025 07:29 DT,2025-10-08 07:30:21,272,W,11.80,6.90,3.85,2.94,2.44
3/10/2025 07:39 DT,2025-10-08 07:45:20,272,W,11.80,6.90,3.85,2.94,2.44
3/10/2025 07:54 DT,2025-10-08 08:00:22,272,W,11.80,6.90,3.85,2.94,2.44
3/10/2025 08:14 DT,2025-10-08 08:15:21,272,W,12.50,6.70,4.30,2.96,2.28
3/10/2025 08:29 DT,2025-10-08 08:30:21,274,W,12.50,7.30,4.66,3.14,2.56
3/10/2025 08:39 DT,2025-10-08 08:45:22,274,W,12.50,7.30,4.66,3.14,2.56
3/10/2025 08:59 DT,2025-10-08 09:00:22,269,W,13.30,7.30,3.69,3.18,2.56
3/10/2025 09:09 DT,2025-10-08 09:15:22,269,W,13.30,7.30,3.69,3.18,2.56
3/10/2025 09:29 DT,2025-10-08 09:30:22,269,W,11.80,7.80,4.26,3.44,2.76
